Name,Type,Latitude,Longitude
용구비어,음식점,37.511629,126.9451432
다독이네 숯불구이,음식점,37.5129241,126.9377834
성대골 화로구이,음식점,37.4973349,126.9276298
통큰 양푼이 찜찌개,음식점,37.4985764,126.9241481
웰빙맛집,음식점,37.5115409,126.9450641
네네치킨(노량진점),음식점,37.5095412,126.9478074
정원,음식점,37.4775362,126.979924
이수한신,음식점,37.4856189,126.9807956
라밥(LABAB)이수점,음식점,37.4874346,126.9812312
김밥짱,음식점,37.4995186,126.9225985
정파스타(Jung Pasta),음식점,37.4858671,126.9809517
실내포장마차,음식점,37.5094501,126.9319877
우렁복쌈,음식점,37.4973873,126.9205214
치킨마루 장승배기점,음식점,37.5081518,126.9403036
전주콩나물해장국,음식점,37.498071,126.9530576
가마솥장우왕족발,음식점,37.4993477,126.9316928
한우궁,음식점,37.5129467,126.9361366
삼성해물촌,음식점,37.4987708,126.9546477
우림,음식점,37.4883038,126.9099132
봉구비어 노량진역점,음식점,37.5112288,126.9447212
곰팔이생고기,음식점,37.5081623,126.9626013
북경양꼬치2,음식점,37.4896776,126.9808445
힘찬낙지,음식점,37.4901672,126.9083618
마산아구찜,음식점,37.4868196,126.9803395
해랑(浪浪),음식점,37.4771965,126.978884
흑돈연가,음식점,37.4874599,126.906812
곱창의전설노량진점,음식점,37.5113711,126.9447136
"사랑해, 바보 똥깨",음식점,37.5132965,126.9443935
광주식당,음식점,37.4838497,126.981056
신흥원,음식점,37.4987755,126.9248362
아로런치,음식점,37.5052953,126.937072
보라매25시해장국,음식점,37.5080962,126.9262539
이고시다,음식점,37.4977331,126.9254494
우리동네맛볶이,음식점,37.5126194,126.9371152
영훈그린식품,음식점,37.5150494,126.9510156
광안리옆집,음식점,37.4798872,126.9813088
굽네치킨,음식점,37.504117,126.9231717
흥부골숯불돼지갈비,음식점,37.5011702,126.9325557
식객,음식점,37.5120904,126.9456559
이모네,음식점,37.4946256,126.9589731
배길분식,음식점,37.5108466,126.9450577
쇼보,음식점,37.4857189,126.9804878
조춘식 동태탕 사당점,음식점,37.4762171,126.9731743
전이랑 술이랑,음식점,37.4814136,126.9720528
커피 쉬,음식점,37.5130025,126.9404488
속초항,음식점,37.5007494,126.9523896
훔친갈비 사당역점,음식점,37.4771154,126.9784679
국수나무보라매점,음식점,37.4912097,126.9248657
최구현의 돼창마을,음식점,37.4984301,126.9286727
할미가,음식점,37.4838831,126.9722213
명동참치,음식점,37.477441,126.9802837
실내포차,음식점,37.4875841,126.9121942
리얼 양꼬치,음식점,37.4876421,126.9806347
흘러간액션,음식점,37.5021171,126.951912
빈빈양꼬치,음식점,37.4781779,126.9799447
이쁜이칼국수,음식점,37.4779472,126.9787992
포보,음식점,37.5071231,126.9622493
1500킬로미터,음식점,37.47847,126.9811143
엄마네,음식점,37.510791,126.9450577
오케이(OK) 실내포장마차,음식점,37.4888356,126.9816249
태평양아구찜통태찜,음식점,37.4979799,126.928514
샤우,음식점,37.491289,126.924422
호프광장버글버글,음식점,37.4996443,126.9208146
서일,음식점,37.5129335,126.9348767
대림김밥,음식점,37.5126338,126.9295968
상도면옥,음식점,37.5004261,126.9325754
한양옛날통닭,음식점,37.5038053,126.9397136
피자스쿨흑석명수대점,음식점,37.5068752,126.9656113
코코이찌방야 보라매점,음식점,37.4962991,126.9198371
물음표,음식점,37.4860921,126.9808209
옛날보리밥집,음식점,37.4842198,126.9715688
일미가(逸味家)참치,음식점,37.4862966,126.9809176
삼통치킨.사당역점,음식점,37.4789875,126.9801044
굽네치킨 신대방점,음식점,37.4869906,126.9110506
소노야,음식점,37.5129475,126.9416654
스마일,음식점,37.5033671,126.9615887
공릉동원조 멸치국수,음식점,37.4827234,126.9735692
명애호프,음식점,37.488903,126.9067983
성대꼬치구이,음식점,37.4993477,126.9316928
한마루가든,음식점,37.5086586,126.9247256
BBQ신대방삼거리역점,음식점,37.5130665,126.9332426
윤가네돈돼지,음식점,37.4767105,126.9761353
오빠닭사당1호점,음식점,37.487794,126.977222
좋은하루,음식점,37.501125,126.9374387
정호식당,음식점,37.5117828,126.9541244
창꼬,음식점,37.5065542,126.9570616
하노이별 중앙대점,음식점,37.5071298,126.9585156
오니기리와 이규동,음식점,37.5065499,126.9522339
봉평산골메밀촌,음식점,37.4825475,126.9811392
올리돈까스,음식점,37.5093742,126.9257818
띵똥와플중앙대점,음식점,37.5075774,126.9602206
신촌찌개집,음식점,37.5129715,126.9452329
드루와 이모네포차,음식점,37.5103407,126.93993
나들목 식당,음식점,37.4857118,126.9683529
한주하의 가배 볶는집,음식점,37.4912653,126.924088
교동 전선생,음식점,37.5039072,126.9391195
풍년식당,음식점,37.4885121,126.9066219
영풍치킨,음식점,37.4872656,126.9809564
올리브,음식점,37.5050498,126.9410548
의성식당,음식점,37.4986358,126.9245786
창(Go),음식점,37.5129665,126.9419572
월남선생,음식점,37.5134185,126.944644
담통집,음식점,37.4877666,126.9811758
낙지대학 떡볶이꽈,음식점,37.4836837,126.9704171
큰맘할매순대국흑석동점,음식점,37.5080314,126.9627694
어사출또사당역점,음식점,37.4775332,126.9778121
엉클(UNCLE),음식점,37.4948751,126.9570234
만복,음식점,37.4843315,126.9713547
오사카 in 포차,음식점,37.4874183,126.9810064
보리수,음식점,37.4983907,126.9283035
일번지빈대떡,음식점,37.4990965,126.927141
강촌숯불닭갈비,음식점,37.4773877,126.9777643
죽이야기,음식점,37.5069754,126.9605231
샤브일번가,음식점,37.5079345,126.9606692
한촌설렁탕보라매점,음식점,37.4920496,126.9234976
하노이의 아침,음식점,37.4920496,126.9234976
미사키,음식점,37.4859859,126.9807296
투썸플레이스 이수역점(3층),음식점,37.487561,126.980421
투썸플레이스 이수역점(2층),음식점,37.487561,126.980421
황가네 곱창볶음,음식점,37.499195,126.9333495
우리집밥상,음식점,37.4825475,126.9811392
영광족발,음식점,37.5069778,126.9625329
단아한정식,음식점,37.4856189,126.9807956
피자마루(남성역점),음식점,37.4829423,126.9734622
5시 해장국,음식점,37.4850697,126.9785563
포마토(키친케이 유한회사),음식점,37.4820127,126.9724482
비비큐사당점,음식점,37.4804889,126.9810722
일번지 포장마차,음식점,37.4804889,126.9810722
석가네빈대떡포차,음식점,37.4988171,126.9210063
대유샤브샤브,음식점,37.4786878,126.980978
헤르젠,음식점,37.4977058,126.9439978
불닭발 동대문 엽기 떡볶이,음식점,37.4843975,126.9804278
코낀코다리,음식점,37.4823047,126.9807785
참오리,음식점,37.4858842,126.9815722
이든돈카츠,음식점,37.5114607,126.9453706
성현식당,음식점,37.4891621,126.9814576
중대양곱창,음식점,37.504199,126.950404
열정식당,음식점,37.4948621,126.9583049
秀(수)까스,음식점,37.5126466,126.9356398
뽀대닭발 동작점,음식점,37.4994737,126.9435058
천하무족,음식점,37.4778895,126.9785817
더밥분식,음식점,37.4826706,126.9807938
탭하우스(TAP HOUSE),음식점,37.5085416,126.9617228
코리,음식점,37.5118456,126.9266791
정이가네,음식점,37.4873763,126.9752118
본죽 보라매역점,음식점,37.4980298,126.9207304
쿠로,음식점,37.5085081,126.9617471
청년다방,음식점,37.4839673,126.9708794
본때 이수점,음식점,37.4862393,126.9806459
언더2그램고로케,음식점,37.5125251,126.9450921
청석골감자탕,음식점,37.5119905,126.9458722
그릴맨바베큐,음식점,37.4952031,126.9369097
fiore37 / 피오레37,음식점,37.4859357,126.9811724
은혜식당,음식점,37.4869301,126.9682616
치킨오짱,음식점,37.4773588,126.979524
해초 세꼬시,음식점,37.489566,126.9813843
땡초우동 in 포차 사당점,음식점,37.4840143,126.978833
파동추야,음식점,37.4958777,126.9530276
상도늘보리(흑석점),음식점,37.505453,126.9611764
포마토김밥,음식점,37.5070563,126.9596759
여정막걸리,음식점,37.4784223,126.980812
가장맛있는족발보라매역점,음식점,37.4996443,126.9208146
맛짱식당,음식점,37.4987501,126.9241275
피자마루,음식점,37.4980868,126.943686
대방회집,음식점,37.5058114,126.9343468
혼스시,음식점,37.5117644,126.9440588
리얼 후라이 숭실대점,음식점,37.4953064,126.9551549
장가네장어탕,음식점,37.4838922,126.9808711
고씨네플러스,음식점,37.4912653,126.924088
페니커피로스터스,음식점,37.4778552,126.9809814
미쳐버린파닭,음식점,37.4945341,126.9605598
왕세숫대야냉면돈까스,음식점,37.4983907,126.9283035
아지트,음식점,37.4946204,126.9573617
흥부네닭강정(중앙대점),음식점,37.5076284,126.9594689
목포 참홍어 전문점,음식점,37.5004413,126.9329608
시골집,음식점,37.4870428,126.9092893
낙성곱창,음식점,37.4835812,126.9783493
만복국수,음식점,37.4853928,126.9813335
현선이네4,음식점,37.4950975,126.9567014
더카페 동작구청점,음식점,37.5120889,126.9386395
홍두께손칼국수,음식점,37.4881811,126.9806511
참맛국수집,음식점,37.4880401,126.9799746
청맥살롱,음식점,37.5077772,126.9622481
커피.3(coffee.3),음식점,37.5123517,126.9451443
이즈 키친,음식점,37.4874332,126.9808592
대방성,음식점,37.5118458,126.9272878
솔가,음식점,37.497401,126.9436674
무교동 본 낙지,음식점,37.4921385,126.9242551
남서울식당,음식점,37.5037627,126.9354775
쏘맥의달인,음식점,37.4877666,126.9811758
팀케이(Team K),음식점,37.5126156,126.947257
삼목등심,음식점,37.5062893,126.9620086
호식이 두마리치킨,음식점,37.4904673,126.9808813
생선가게,음식점,37.4968806,126.9535395
뻐꾸기,음식점,37.5138284,126.9422108
벙커,음식점,37.4958233,126.9535938
만나,음식점,37.5068752,126.9656113
차오,음식점,37.5126241,126.9478054
아지트,음식점,37.4875801,126.9802353
이수회관,음식점,37.4857698,126.980953
북경,음식점,37.501633,126.9498156
항아리수제비,음식점,37.4944193,126.9563241
참숯풍천장어구이,음식점,37.4873685,126.9093275
딱조아,음식점,37.4913946,126.923403
13번지(맞춤술집),음식점,37.4911392,126.9810633
떳다철가방,음식점,37.5124382,126.9550869
채울,음식점,37.5106638,126.9318844
멕시카나치킨&미스터큐,음식점,37.5083057,126.9314825
엠엠티에이치099(MMTH099),음식점,37.4912097,126.9248657
파파디파스타,음식점,37.4867836,126.9680917
큐(Q)치킨호프,음식점,37.4977527,126.9277064
피자마루(대림점),음식점,37.4903375,126.9080654
맛있는라면,음식점,37.5129851,126.9399192
씨씨알호프,음식점,37.4797927,126.9809042
맛있는뎅,음식점,37.479506,126.9805689
커피자리,음식점,37.5131821,126.9435977
부어치킨 피자투어 대방점,음식점,37.5115591,126.9321454
신전떡볶이(중앙대점),음식점,37.5065542,126.9570616
포차천국 노량진점,음식점,37.512492,126.9445191
다채,음식점,37.5095834,126.9246348
조 샌드위치 & 커피,음식점,37.4843123,126.9811028
모범떡볶이 이수역점,음식점,37.4839828,126.9804085
할머니칼국수,음식점,37.5046861,126.9383643
찌개대학 부대과,음식점,37.4947561,126.9566134
펀비어킹,음식점,37.5095834,126.9246348
골목식당,음식점,37.4831634,126.9721532
올리브떡볶이,음식점,37.5015872,126.941144
레알짱,음식점,37.5127873,126.9432729
낙지야,음식점,37.4896344,126.9821048
수라간 팔각정 빈대떡,음식점,37.5046774,126.9369925
순이네호프광장,음식점,37.488325,126.981452
커리야curry-ya,음식점,37.5077085,126.960272
올리브,음식점,37.5079242,126.9447842
우리커피호프,음식점,37.4788723,126.979907
논베,음식점,37.5007162,126.9319718
알렉스플레이스,음식점,37.5009775,126.950371
할머니 추어탕,음식점,37.5023787,126.9344759
부엌쟁이,음식점,37.4840764,126.9799686
수산물백화점,음식점,37.4823956,126.9732763
커핑(coffing),음식점,37.5128011,126.9431121
시골밥상,음식점,37.4984851,126.9314676
치킨마루 동작구청점,음식점,37.5125745,126.9382367
나루터칼국수 전문점,음식점,37.5125245,126.9423107
맘스,음식점,37.5011676,126.9534163
치폴레옹 중앙대점,음식점,37.5079345,126.9606692
고을래이베리코흑돼지(사당점),음식점,37.4771154,126.9784679
훈이네식당,음식점,37.5017835,126.9371218
호식이 두마리 치킨 (노량진점),음식점,37.5119071,126.9388728
현고대닭발,음식점,37.4840448,126.9802833
더닭,음식점,37.4868236,126.9812112
지도리치킨 사당점,음식점,37.4853298,126.9799832
신정 닭발,음식점,37.4986309,126.9288564
정가네식당,음식점,37.5120365,126.9506268
롯데리아중앙대점,음식점,37.5082736,126.961419
포차5000,음식점,37.487921,126.9114023
방배칼국수,음식점,37.4869323,126.9799207
감탄(숭실대점),음식점,37.497315,126.9530392
둥지호프,음식점,37.4991976,126.9276631
와라와라,음식점,37.5119106,126.9444933
남자치킨,음식점,37.4820909,126.9755384
인인치킨,음식점,37.5039867,126.950442
명동보쌈보리밥,음식점,37.4769651,126.9780754
포메인 이수점,음식점,37.4843975,126.9804278
오사카멘치 노량진점,음식점,37.5121474,126.9439674
고향산천,음식점,37.4879634,126.9085714
상도늘보리이수점,음식점,37.488369,126.9816437
뚝배기 스파게티,음식점,37.4946256,126.9589731
굿데이커피(GOODDAYCOFFEE),음식점,37.5125373,126.9550798
요리비 멘동,음식점,37.4947561,126.9566134
카페디톡스(cafe Detox),음식점,37.5118828,126.9330705
커피스토리,음식점,37.5125334,126.9469357
어머나생고기,음식점,37.5130664,126.94477
손맛포차,음식점,37.4779433,126.9782452
부어치킨,음식점,37.4975715,126.9221461
동성양고치,음식점,37.4784223,126.980812
취복루,음식점,37.5130702,126.9363498
에찌2,음식점,37.5131343,126.9404673
압구정 봉구비어,음식점,37.5014613,126.9345624
원스(once),음식점,37.5077085,126.960272
BHC 이수점,음식점,37.4850697,126.9785563
제이스 커피나무(J's 커피나무),음식점,37.4828563,126.9810129
전주파전,음식점,37.4796201,126.9806284
엄마손 청국장,음식점,37.4782609,126.9757548
마실,음식점,37.4843751,126.9723299
셀프회수산&포장전문점(성대시장점),음식점,37.5009179,126.9330547
그릴로꼬,음식점,37.5121474,126.9439674
주식회사 또순이회양념,음식점,37.5144828,126.9370209
구공탄불고기,음식점,37.5063365,126.9616403
명가 왕족발 보쌈,음식점,37.5115616,126.9444598
요거프레소 신대방삼거리점,음식점,37.5132859,126.9339871
육쌈냉면,음식점,37.4873766,126.9803488
미니,음식점,37.5080962,126.9262539
종로빈대떡 상도점,음식점,37.5055708,126.9471071
심야브로,음식점,37.4845587,126.9706551
연가,음식점,37.5114528,126.9441797
이수골 감자탕 양념게장,음식점,37.4796136,126.9804023
라임아이스드(Lime iced),음식점,37.4853318,126.9692017
소문난 집,음식점,37.4881213,126.9815554
큰솥설렁탕,음식점,37.5069754,126.9605231
순자,음식점,37.5074364,126.9632527
주도참치,음식점,37.4978379,126.9215259
산해진미,음식점,37.5126095,126.9360226
행복식당,음식점,37.4827668,126.9758741
영동식당,음식점,37.4968806,126.9535395
꼬꼬닭발,음식점,37.4791142,126.9799637
F&F호프,음식점,37.5068711,126.9596299
맛구이촌,음식점,37.5068711,126.9596299
하노이별,음식점,37.513035,126.9380425
만나식당,음식점,37.4946581,126.9585723
유명닭곰탕,음식점,37.510348,126.9460842
꼬치박스,음식점,37.4854314,126.9806817
BHC 흑석점,음식점,37.5024381,126.9583513
성대포차,음식점,37.5010164,126.9331879
죠스떡볶이(남성점),음식점,37.4828988,126.9739501
막걸리학교,음식점,37.4852914,126.9802313
단골커피,음식점,37.5124136,126.9348728
이모네 참족발보쌈,음식점,37.4948967,126.9543701
홍꼬치,음식점,37.4786009,126.9795772
커피더캠프보라매롯데타워점,음식점,37.4907098,126.9231715
홍양꼬치,음식점,37.4859832,126.9809309
맥주광,음식점,37.5050881,126.9571012
피자나라 치킨공주,음식점,37.503312,126.944697
타임,음식점,37.4946696,126.9563059
숯가마 바베큐치킨,음식점,37.4946469,126.9571973
참참치킨&호프,음식점,37.5092059,126.9458243
쌍둥이네 참족발.보쌈,음식점,37.4843975,126.9804278
광양불고기(준서네),음식점,37.4961877,126.9527168
제임스닥,음식점,37.5095354,126.9457981
와우신내떡,음식점,37.5117712,126.9451231
상도동커피,음식점,37.5001383,126.9427568
커핀그루나루 노량진역점,음식점,37.5134264,126.9425999
흥부가반해버리고놀부가기절한닭강정,음식점,37.4776948,126.9780598
성대순대촌,음식점,37.498817,126.9298049
오족왕족발순대국,음식점,37.4998491,126.929239
딱좋아횟집,음식점,37.490946,126.9816483
레슬러,음식점,37.4877604,126.9129436
카페무,음식점,37.4773722,126.9809721
소망식당,음식점,37.5017208,126.933162
복섬,음식점,37.5038501,126.938979
메가박스(주) 이수지점,음식점,37.484679,126.981654
빨라쪼델쁘레또,음식점,37.5131148,126.945344
요란,음식점,37.4980317,126.943974
은성숯불갈비,음식점,37.4990965,126.9298213
리얼후라이,음식점,37.5058239,126.9468886
아마스빈중앙대점,음식점,37.5070461,126.9593413
오장동함흥냉면,음식점,37.5062739,126.9627225
붐치킨,음식점,37.4779345,126.9774999
피자헛사당점,음식점,37.48441,126.9784387
맛있는 소풍,음식점,37.483694,126.9722352
소라네밥집,음식점,37.5123399,126.9438301
서민준밀밭,음식점,37.4992738,126.9299002
핸드맘,음식점,37.5005814,126.9413211
스타일,음식점,37.5109945,126.9321919
토박이,음식점,37.4843975,126.9804278
해미 한정식,음식점,37.4850377,126.9802698
강씨네곱창,음식점,37.488098,126.9813624
더비컵닭,음식점,37.5124675,126.9467172
행운식당,음식점,37.486561,126.9718115
카페쌤,음식점,37.5130659,126.9373735
벌떡볶이,음식점,37.5043161,126.9363959
맥주바켓,음식점,37.5075081,126.9465441
남원추어탕아구찜,음식점,37.484663,126.9789373
투썸플레이스 노량진점,음식점,37.5134622,126.9452938
맛고을,음식점,37.4978703,126.9214146
조이랜드,음식점,37.4815746,126.9757501
술의온도,음식점,37.4978557,126.9282308
은화수식당,음식점,37.495031,126.9571241
고향칼국수,음식점,37.5000211,126.9222059
모로미 흑석점,음식점,37.5075743,126.9619218
뉴욕야시장노량진점,음식점,37.5117248,126.9447753
명품김밥,음식점,37.5066937,126.9399702
제육발견,음식점,37.5125918,126.9369609
해오름갈비,음식점,37.5061448,126.9622866
마포순대국,음식점,37.4841292,126.9774271
블랙조이커피,음식점,37.494993,126.9564009
카페1987,음식점,37.5133706,126.9439197
가마솥순대국,음식점,37.5119345,126.9511146
놀이터,음식점,37.4913594,126.9652458
맛짱 떡볶이 카페,음식점,37.4990469,126.9328054
생활맥주 이수점,음식점,37.4855933,126.9802329
어장관리,음식점,37.5081623,126.9626013
빵사부 식빵공방,음식점,37.5126162,126.9436916
유명한닭꼬치,음식점,37.4877343,126.9128445
라자루스,음식점,37.4916295,126.9826431
칭따오양꼬치,음식점,37.5119071,126.9388728
와플마레(Waffle mare),음식점,37.4912097,126.9248657
카페93,음식점,37.5014307,126.9342654
크레이지놈6F,음식점,37.4874183,126.9810064
크레이지놈7F,음식점,37.4874183,126.9810064
노량진쓰리디(3D)고시뷔페,음식점,37.5124166,126.941327
좋은하루,음식점,37.5096256,126.9399684
호세야오리바베큐(동작구점),음식점,37.4978367,126.9347915
향토밥상,음식점,37.5132179,126.9421572
신청진동해장국,음식점,37.4837335,126.9765856
올바른식당상도점,음식점,37.4994545,126.9512564
전용주용주골생고기,음식점,37.4825475,126.9811392
다가올레 olle' 맥주창고,음식점,37.4841672,126.9813049
불닭발동대문엽기떡볶이 상도노량진점,음식점,37.5132357,126.9396243
스시아라,음식점,37.4866967,126.9814391
옛날팥죽,음식점,37.5038833,126.9456107
먹쉬돈나 노량진점,음식점,37.5134095,126.9428253
오띠(Otti),음식점,37.4995968,126.9306476
미스터탕수육,음식점,37.4960091,126.9309781
72420,음식점,37.4773472,126.9781787
소야,음식점,37.5112691,126.9447976
마포본가이수점,음식점,37.4862393,126.9806459
디바인(DiBine),음식점,37.5062851,126.9618435
설빙 노량진점,음식점,37.5133881,126.9418517
봉구비어,음식점,37.5058521,126.9339651
치킨매니아 노량진점,음식점,37.513735,126.950918
미모,음식점,37.5037138,126.9368512
남성포차,음식점,37.4871455,126.9748837
스파이키,음식점,37.5077547,126.9596945
호뎅바,음식점,37.4790594,126.9801905
오징어나라,음식점,37.5087412,126.9399153
낙지한마리수제비상도,음식점,37.5059333,126.9439079
와플스(Waffle's),음식점,37.5123399,126.9438301
동북선미,음식점,37.4872396,126.9099129
흑수돈(흑석동수제돈까스),음식점,37.5069218,126.9631309
메밀면 도토리,음식점,37.5039857,126.9479968
K 호프,음식점,37.4913946,126.923403
두레분식&호프,음식점,37.5029737,126.9345149
한우마을,음식점,37.4986988,126.9520959
소노야 사당점,음식점,37.4859712,126.9815356
깡통왕노가리,음식점,37.4870716,126.9812452
얌샘노량진점,음식점,37.5131457,126.9380262
화덕소곱창,음식점,37.477292,126.9782575
한강식당,음식점,37.5040325,126.9404275
카페봄봄,음식점,37.5123699,126.9440548
강남스타일,음식점,37.4885048,126.9815106
노다지 좋은집,음식점,37.5129969,126.9360171
이화수전통육개장 보라매점,음식점,37.4912653,126.924088
광군,음식점,37.4898621,126.9818676
등비룡탕절대부마라탕(탕화쿵푸),음식점,37.5075181,126.9595304
신안생선모듬찜.해물찜,음식점,37.5123699,126.9440548
화통삼,음식점,37.4976345,126.9281797
주식회사 강남케터링,음식점,37.4987453,126.9436631
하이꼬꼬,음식점,37.5011078,126.94155
명랑한찜닭,음식점,37.4835333,126.9772917
제이키친,음식점,37.478394,126.9780559
홍가복,음식점,37.4841311,126.9795314
흑석한우곱창,음식점,37.5073638,126.9642219
홍가네뿅가네,음식점,37.5081979,126.9405168
고기고(GO기GO),음식점,37.4828988,126.9739501
소문난마차,음식점,37.4867155,126.97965
카페구스토,음식점,37.5035423,126.9658614
고향의맛 소머리국밥,음식점,37.5062739,126.9627225
전주집순대,음식점,37.4984054,126.9509216
호치킨하우스,음식점,37.4853746,126.971224
Cafe 웅,음식점,37.5038604,126.948503
박가부대찌개(흑석점),음식점,37.5077217,126.9622862
시이름카페 사당점,음식점,37.4806792,126.9808899
정부대찌개,음식점,37.5050881,126.9571012
라인외식,음식점,37.503705,126.9445082
축포,음식점,37.4856219,126.9804168
정통왕족발,음식점,37.4996566,126.9511891
미스사이공,음식점,37.4948515,126.9562921
유정우함흥냉면,음식점,37.488551,126.9802877
바른황소곱창,음식점,37.4800519,126.9813902
너의화로,음식점,37.4983749,126.9514389
뜨거운철판,음식점,37.5121391,126.9384205
패스티벌 앤 쇼랜드-2,음식점,37.4948825,126.9545037
페스티벌 앤 쇼랜드-3,음식점,37.4948825,126.9545037
포차팩토리,음식점,37.5124854,126.940558
준호가 만드는 즉석 떡볶이,음식점,37.5072089,126.9587972
향기가득한인생감자탕,음식점,37.5015629,126.9533848
영덕물회막회,음식점,37.4979265,126.9231317
면사무소,음식점,37.5037581,126.9451046
김광일간장새우,음식점,37.5044512,126.939899
동굴화로구이,음식점,37.4828122,126.9815359
찜피 사당직영점,음식점,37.4836684,126.9733358
마루스시,음식점,37.4974424,126.953483
목우촌생고기,음식점,37.5074939,126.9450215
본푸드서비스(주) 성대유통점,음식점,37.4999142,126.9317661
대신사우나,음식점,37.478262,126.9777931
탕마루김치찌개(장승배기역점),음식점,37.5038263,126.9384432
씨어터,음식점,37.4818862,126.9804212
녹다베이커리,음식점,37.4951836,126.9271766
흥부가 반해 버리고 놀부가 기절한 닭강정,음식점,37.4878782,126.9123257
가마로강정,음식점,37.4875511,126.9801045
EATNINE(잇나인),음식점,37.484608,126.9816382
초롱박,음식점,37.5069715,126.9628418
권가네 항아리 된장족발,음식점,37.5076312,126.9593807
카페니토(cafe Neat-o),음식점,37.5046319,126.9366482
우건식,음식점,37.5118985,126.9339119
양셰프(양Chef),음식점,37.5072627,126.9590736
잔(ZAN),음식점,37.5053378,126.9610943
할빈포차,음식점,37.4900127,126.9086129
모아 김밥,음식점,37.5076649,126.9620755
일미돈가스,음식점,37.5134296,126.9421412
제일에프앤비(주)노량진지점,음식점,37.5125771,126.9400363
피자보이시나 중앙대본점,음식점,37.507693,126.9598413
해솔향,음식점,37.5024381,126.9583513
비어락맥주창고,음식점,37.4987378,126.9209984
해물품은닭,음식점,37.5122298,126.937477
콘레드커피노량진점,음식점,37.5132965,126.9443935
오거리포차,음식점,37.4854751,126.9802119
샤브애 샐러드바,음식점,37.4872656,126.9809564
카페율리이수점,음식점,37.4848486,126.9793497
사당동수제돈까스,음식점,37.4882742,126.9797441
쉼터김밥,음식점,37.4981468,126.9438468
꿀족,음식점,37.4863239,126.9794812
올라아보,음식점,37.4839828,126.9804085
피자알볼로 상도점,음식점,37.5046307,126.942964
올리브,음식점,37.4982096,126.9515023
양계장집아들,음식점,37.4773472,126.9781787
소문난곱창닭갈비전문점,음식점,37.5015429,126.9371218
상록,음식점,37.50395,126.9391744
초원,음식점,37.4990954,126.9267203
호(HO)치킨,음식점,37.5079828,126.9626751
맛닭꼬 남성역점,음식점,37.4853746,126.971224
봉구스밥버거,음식점,37.5129275,126.942133
금강수산,음식점,37.4903375,126.9080654
김가네 중앙대점,음식점,37.5065696,126.962195
소로르국수전,음식점,37.5055708,126.9471071
맛찬들왕소금구이,음식점,37.4876853,126.981247
아마스빈,음식점,37.5132965,126.9443935
치킨89,음식점,37.4978876,126.9284701
통떡볶이,음식점,37.4970123,126.9441354
미팅(Meat-ing),음식점,37.5077641,126.9603447
고추동제면소,음식점,37.4933767,126.9575014
아바디,음식점,37.4950755,126.9541131
노량진점 역전우동 0410,음식점,37.5119705,126.9440367
오꼬오꼬,음식점,37.4980264,126.921046
홀닭,음식점,37.5040288,126.938213
홍복루,음식점,37.4870189,126.9094299
농가,음식점,37.4986209,126.921025
카페레일 노량진역점,음식점,37.5141079,126.9430428
플레이와타나베,음식점,37.4846458,126.9690664
닭치Go,음식점,37.4999336,126.9515313
서래오뎅,음식점,37.485609,126.9694772
본래순대국 노량진점,음식점,37.5134296,126.9421412
장원,음식점,37.4913946,126.923403
산적떡볶이,음식점,37.5089579,126.9323566
어촌,음식점,37.5012693,126.933856
농가촌,음식점,37.4969896,126.9202873
집밥,음식점,37.4925577,126.9232937
가네미,음식점,37.5000119,126.9510111
포마토김밥,음식점,37.4879721,126.9120563
AXIS(엑시스),음식점,37.4946969,126.9781509
봉평메밀막국수,음식점,37.4843751,126.9723299
동작경희병원장례식장,음식점,37.5024424,126.9358514
바스켓칩스,음식점,37.497035,126.9537703
물고기자리,음식점,37.4838939,126.9735735
상도식당,음식점,37.5040325,126.9404275
이수한우명가,음식점,37.4843975,126.9804278
1호점,음식점,37.511572,126.9512927
곱창고중앙대점,음식점,37.5078258,126.9634769
릴리펏흑석점,음식점,37.5035423,126.9658614
국수나무 남성역점,음식점,37.4843751,126.9723299
마카다,음식점,37.5131795,126.938086
래빗스디저트카페,음식점,37.5031042,126.9517211
김가네남성역점,음식점,37.4853746,126.971224
탁주연가,음식점,37.4784054,126.9795776
맥주바켓,음식점,37.4870718,126.9809534
돼지나라묵은지,음식점,37.4824161,126.9735598
마로니에커피앤와플,음식점,37.5085211,126.9627163
대성닭강정,음식점,37.4991141,126.9305776
해가든치킨&호프,음식점,37.5066037,126.9627236
감성포차 놀이터,음식점,37.4857596,126.9807157
현대농장김밥,음식점,37.484986,126.9796068
안드레아쿠치나,음식점,37.5010919,126.9332626
커피하우스 준,음식점,37.4835299,126.9751332
토담,음식점,37.5111191,126.9451481
하하분식,음식점,37.5024016,126.9509256
미림,음식점,37.4886268,126.9069448
최연태참치,음식점,37.4840738,126.9807149
남매이야기,음식점,37.5079078,126.9620314
치킨플러스,음식점,37.509094,126.9319667
해연,음식점,37.5069754,126.9605231
인근주민,음식점,37.5036994,126.9482304
카페밸런스&부어치킨,음식점,37.5050635,126.9532918
금호수산식당,음식점,37.4995836,126.9324799
닌자초밥,음식점,37.5134185,126.944644
지엘카페(GL cafe),음식점,37.4840792,126.9714633
포36거리,음식점,37.4950975,126.9567014
갈통령,음식점,37.5128993,126.9448233
키친(Kitchen)502,음식점,37.4978796,126.9293738
태기산더덕순대,음식점,37.4835268,126.9742592
옛날장터치킨,음식점,37.512652,126.931031
